imdb_id,poster_path
tt0191177,na
tt0276276,/ypO0QfYwtZnjVHCi4biUEnVq48e.jpg
tt0279977,/6Gpeq9rE0rnU64pkH4qtdKZc4jW.jpg
tt0315543,/hOrV2fCw2kmSiS4ZMGFPfXqr3lt.jpg
tt0273982,/3MAGLk0AtuPi24PBwy3o4ILO0CV.jpg
tt0240980,/hVUYqZ2sGjEOYXA0tumra96ZxJI.jpg
tt0324080,/bvyVFNSXawblmckpyRCVgnj2IEp.jpg
tt0306685,/tfY4HdwKJxkpsmpADfLrU3JWMsT.jpg
tt0278731,/yyPZJHUtOXvXn2p6C3l0R3ntPCX.jpg
tt0103670,/aoMgpDCbITt82rngUyA9WwIBOew.jpg
tt0116169,/f5Ypn7PigdtEmIGRlnMxqhSik0w.jpg
tt0089343,/priidLcX1Qxp0m0vaTa9vSwZ8ZZ.jpg
tt0091374,/2TkWFiSSC9KD4NIZgOsCwy5GoyL.jpg
tt0287471,/9IcQsfhjfQamVvRgtpYkwdIKilw.jpg
tt0102303,/eoECu4ScMgPPpJYM2TKgy6U3llA.jpg
tt0107563,/yU4iGGvG51mHj8MOQICdw6ABXzQ.jpg
tt0095665,/5svk8saTxXGQ9WKE9MEIIbxcnwh.jpg
tt0091920,/8lw1k5uiqqWyRaZ47sxITKlgKJc.jpg
tt0266971,/menXGjXgiEaawdOUlxWI1youK6Q.jpg
tt0053337,/8sjXliauMasJNt1G1MLerwsbk1I.jpg
tt0105645,/2E4DY9TmqAu6SCIGCsGRvVP7bIm.jpg
tt0301429,/wueN9vEK8DjGkGy4mAVJr705Xci.jpg
tt0301978,/6qOJ6COcbJ3X8JmZI6A7VroGsn2.jpg
tt0305669,/eFWjjHtUBA94jwZPU4n8wbQIMis.jpg
tt0314353,/fUnSSQukwTwBSdCbufEE36petLq.jpg
tt0290673,/rxeDxo8FvZpLu6iplNpxdtAVnfu.jpg
tt0298408,/z7knajZv3nxqN0o2Jq8kIOkpgu6.jpg
tt0161860,/2ED1GaTKhHielGYa1giBsxfoacp.jpg
tt0256359,/i7w5Q2HP3dI6UbN59l3ZL55weir.jpg
